nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
236.16617,319.05612,254.62369,306.34067,220.891,306.97644,280.71878,324.7781,204.34286,317.7846,325.2714,411.87906,169.33727,412.51483,365.36874,532.676,140.6963,537.7622,366.64166,655.3804,141.96922,645.8437,306.1774,646.4795,204.97935,654.1088,294.08456,841.66187,221.52747,841.66187,,,,
235.64897,319.03543,252.80829,306.321,219.12517,306.95673,277.594,321.57834,203.23691,319.03543,322.71667,411.8508,167.64719,413.12222,362.11957,532.6378,141.59044,535.1808,364.6617,657.23926,142.8615,648.3392,303.65076,647.7034,203.23691,651.5178,292.2112,842.86993,222.93837,842.86993,,,,
233.98988,318.48782,252.42181,306.40356,218.73587,307.03958,277.2096,324.2119,202.84628,319.1238,321.70044,411.98178,164.0757,412.6178,361.7422,532.1883,140.5591,535.3684,363.0134,654.30286,143.73701,648.57874,303.26852,644.12665,202.84628,651.1228,291.828,843.83484,220.64264,843.83484,,,,
232.97685,321.0193,250.76125,303.84875,218.36824,305.12064,276.16754,322.92712,199.94868,321.0193,317.45276,410.05167,163.74475,413.86734,360.00824,533.4251,139.60878,537.2408,360.6434,652.98285,141.51425,645.3515,300.93863,645.3515,199.94868,652.98285,291.4113,843.1306,218.36824,843.1306,,,,
230.62137,321.0144,247.8089,305.76028,215.98015,305.76028,273.9085,324.82794,198.15602,322.92117,314.6493,412.53912,161.87125,413.17474,357.29984,533.9366,137.04482,537.1145,358.573,654.69836,137.04482,646.4357,298.73492,647.0713,197.51945,654.69836,289.18628,846.0105,217.2533,846.0105,,,,
228.96767,320.1523,246.77861,308.07336,214.33728,308.07336,269.67838,327.7811,195.25415,319.51657,312.2974,414.241,158.36008,414.241,352.37198,534.39484,133.552,540.11646,354.91638,653.9129,132.2798,647.55554,297.03088,648.1913,194.61804,656.4558,291.30594,845.9047,215.6095,845.9047,,,,
227.93532,322.29172,245.74402,310.8493,212.67075,310.8493,268.00485,330.55566,193.59,321.65604,309.98248,416.3736,154.1565,415.1022,348.14395,537.1544,131.89563,540.33276,349.416,654.7568,135.07574,647.76416,294.08188,651.5783,192.95398,655.3924,290.90173,840.37775,211.39868,840.37775,,,,
224.99484,323.70404,243.41461,311.62366,211.02124,311.62366,266.91568,332.6054,191.33113,321.79663,305.0255,417.16833,152.58614,417.16833,342.50018,536.06506,130.99055,543.05896,346.3112,656.8692,133.53122,651.1469,290.41675,648.6037,192.60147,653.0543,287.2409,832.98895,209.7509,832.98895,,,,
224.96072,324.85562,241.50783,312.78,210.32289,312.78,264.41922,333.11792,190.59366,324.22006,305.15054,418.28296,152.40802,418.28296,341.42688,535.86163,130.13307,544.75946,345.24545,651.53357,129.49664,650.26245,288.60345,650.898,191.23007,654.0758,287.3306,839.6594,207.77719,839.6594,,,,
224.54163,325.7709,242.36299,314.32007,209.90266,314.32007,264.0032,334.041,190.17189,325.13477,304.10123,418.01373,151.98326,418.6499,342.28986,533.15826,131.616,543.9729,346.74518,648.9389,128.43362,648.9389,290.09875,645.7581,190.80835,648.9389,288.8258,833.4246,207.99323,833.4246,,,,
225.09079,328.0726,242.27342,317.26175,210.45372,316.6258,265.18362,336.33975,191.99828,329.34448,304.0037,419.01108,153.17822,419.647,344.7329,534.7509,133.45001,543.65405,349.8241,648.583,129.63164,647.31116,293.185,640.95184,191.99828,645.4034,293.185,843.17865,209.81732,843.17865,,,,
229.13356,332.19296,244.40598,319.47845,213.2248,319.47845,267.3146,335.37158,197.31602,333.46442,304.85928,417.38013,159.13498,423.10168,346.85846,531.8107,137.49905,540.7109,353.8583,643.69836,133.0446,643.0627,295.31403,641.7912,197.31602,643.0627,288.95053,836.3232,212.58844,836.3232,,,,
232.49258,330.96765,249.01562,320.16107,218.51157,319.52536,272.52917,335.41742,203.25952,329.69632,313.83676,420.5989,165.76495,419.96323,351.96683,531.20764,143.5224,539.47156,356.41534,641.1808,139.0739,639.90936,299.2202,638.0023,203.25952,637.36664,292.8652,813.45074,213.42755,813.45074,,,,
240.58023,332.10843,255.19511,319.3973,226.60077,319.3973,278.0706,337.82843,209.44415,333.37955,318.10272,418.54388,174.4955,418.54388,356.86392,527.2238,152.89087,539.93494,361.9474,632.72595,144.63028,638.446,304.12326,633.997,208.80872,632.09045,295.86267,811.3169,218.34016,810.68134,,,,
247.36241,329.7502,262.64044,318.94318,233.35754,319.5789,284.9209,336.74298,216.80637,336.74298,321.84283,414.93497,183.70396,418.1135,361.94766,522.36945,160.78691,531.9051,365.76715,625.354,152.5113,632.98254,304.65503,625.98975,212.98685,624.08264,289.377,804.6235,225.08195,799.5378,,,,
