nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
241.61203,317.84094,256.88098,305.7557,226.34311,306.39178,273.4223,316.56882,207.89316,321.65732,313.50323,401.8013,174.17427,383.99158,350.40314,494.66663,120.09684,301.93933,352.31177,616.1548,82.56073,185.53967,295.68948,614.8827,202.16733,610.43024,270.24127,775.8068,209.16557,763.7216,258.15338,845.77386,201.53111,845.77386
241.59161,318.17377,256.85455,306.09616,226.32864,306.73184,273.38943,316.90247,207.8859,321.3521,313.45474,402.08148,174.18018,383.64722,350.97617,493.6171,120.759796,302.28217,352.2481,616.30035,83.23834,185.31995,295.64795,618.20734,202.79823,611.215,270.20966,776.48773,209.15782,763.7745,258.76245,845.7752,202.16228,845.7752
242.21846,320.4471,256.20746,306.45535,227.5936,308.3633,272.73993,317.26718,207.24594,322.35507,312.79935,403.76166,172.27344,383.41,350.31534,493.43613,120.768456,303.2754,351.58707,617.454,81.34489,184.98145,294.3593,619.36194,201.52318,610.4581,272.10406,769.4554,210.42528,763.73145,260.02264,845.774,200.88731,845.774
241.74246,318.17514,256.35712,306.09576,225.85696,306.7315,273.51346,316.9036,208.0652,321.98962,313.54492,404.63794,173.7525,383.65796,350.39932,494.2795,120.37721,303.55273,351.67014,617.61615,82.88743,185.30212,294.48233,619.52344,202.3464,610.62286,269.70096,775.2836,208.7006,763.2043,258.8988,845.21674,201.71101,845.21674
242.13306,317.14517,255.49257,305.05984,226.22888,305.69592,272.6691,317.14517,208.41618,322.86978,313.3838,403.65057,172.79082,383.9324,349.0092,495.24454,116.80809,313.9648,352.19003,616.0977,82.455055,187.38705,294.93494,614.18945,202.05453,610.37305,272.0329,767.4821,210.32468,754.1247,259.94574,845.7186,202.05453,845.7186
242.16046,315.3369,255.51505,303.25464,226.89807,304.52646,273.9571,315.3369,209.09195,324.87552,312.749,403.72818,176.02344,389.10226,352.17685,500.38623,100.98336,336.95776,350.269,621.8447,90.80843,229.48927,293.67102,612.9421,202.09668,608.49066,272.0493,777.64233,210.3638,754.1137,260.6025,839.9613,200.18889,839.9613
244.94446,311.6423,255.76126,297.02457,227.12857,302.74454,273.57715,312.27783,208.04013,326.26,313.66287,403.79755,174.95348,391.0865,355.02118,502.30832,95.41825,366.93546,353.11237,613.53015,104.326195,229.02036,294.57443,612.8946,200.40474,603.9968,272.30457,768.6052,210.58524,753.3519,260.2152,841.6939,200.40474,841.6939
243.32964,307.76016,254.77966,296.31448,225.5185,301.40146,271.9547,311.57538,206.4351,323.02106,314.57422,403.14072,176.53783,388.51572,355.9215,504.2441,93.84319,365.62436,359.10214,613.61383,118.65158,258.16226,296.7631,611.70624,201.34619,607.891,271.9547,761.7716,208.97955,753.5053,260.50467,843.1631,201.34619,843.1631
241.39978,309.6128,252.20624,298.16934,224.23659,301.34808,269.36942,310.24857,203.89505,324.23502,312.59525,403.06772,174.65407,389.08127,357.09238,504.15158,96.46621,354.11517,363.4491,612.2287,127.61422,249.85252,292.88934,614.1359,200.71666,609.68567,270.0051,763.5366,208.98044,761.6294,259.19864,841.0978,200.081,841.0978
241.01013,313.41852,252.45497,300.69797,224.47867,304.51413,270.25806,311.51044,202.86063,325.50305,315.40164,404.3705,171.0694,384.01764,358.63773,503.59088,97.94952,327.41113,365.63177,609.80756,133.55571,238.36722,292.51193,611.71564,200.95314,607.8995,269.62222,774.5387,207.3114,765.63434,258.1774,845.7739,201.58896,845.7739
242.685,315.7052,254.78004,303.62027,225.49731,308.0726,270.69458,313.161,205.12674,327.1541,315.25525,405.3882,170.75136,383.1265,356.63306,503.3398,98.8177,322.70175,365.5451,611.46826,140.83205,231.74669,290.4286,615.28455,199.39749,606.3799,266.8751,771.75275,205.7633,771.1167,259.87268,838.53796,200.67065,838.53796
246.69048,322.615,256.86923,309.9015,228.87767,311.8085,273.4097,313.7155,205.3393,327.0647,317.30557,406.52405,172.25836,383.6397,358.02057,505.68927,96.55388,330.87872,362.47375,619.47504,139.81358,238.70593,288.04166,613.75397,197.06906,608.0329,266.4118,773.30835,203.43079,776.48663,259.4139,845.7752,199.61375,845.7752
249.56158,325.16483,262.28006,311.8124,231.11983,313.71988,276.27036,316.26318,207.59067,325.80066,316.33353,408.45853,174.52266,389.38364,359.5763,506.37628,95.03227,338.51724,358.30444,620.8256,133.82358,250.13692,287.08105,618.91815,193.60036,608.1091,264.1878,775.3322,204.41104,775.9681,,,,
249.27635,327.78815,261.99915,314.43875,232.7367,315.7101,277.26654,317.61716,207.92722,325.8811,316.70724,406.61328,176.1202,388.81403,359.9648,505.14462,92.14962,351.30856,354.8757,620.8395,130.9542,250.87013,289.3532,611.3042,194.56827,606.2187,264.54373,761.3262,202.20195,770.8614,258.81848,839.51556,,
248.77362,328.13522,261.49866,312.2471,233.50356,315.42474,275.49622,317.96683,208.68973,321.14447,312.39883,400.58514,173.69585,388.51016,356.9365,502.9048,87.16553,349.10757,355.02777,622.38367,125.97691,252.5077,291.40253,608.40204,194.69215,600.1402,267.2249,766.64795,208.05347,777.45184,260.22617,841.00446,,
247.67009,327.23578,260.38574,314.51797,233.0471,315.15387,275.6445,317.06152,206.98004,324.6922,311.2483,402.9066,170.10469,392.09647,355.11722,505.92062,84.909904,350.76367,354.48148,622.9242,124.328384,250.29318,291.53903,607.027,194.90018,596.21686,268.01514,772.35815,207.61583,778.0812,259.74994,841.0342,,
248.04071,326.6914,261.40906,313.97153,230.21625,314.6075,274.7774,319.69547,205.3893,324.14743,311.69952,402.3746,169.10378,390.92673,353.71432,506.0415,80.61803,354.6751,351.80457,625.6083,118.81332,257.36813,289.41895,616.06836,195.84048,604.6205,268.41153,773.1587,207.93567,778.24664,262.04565,839.302,,
