nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
224.94379,346.30838,237.66667,334.23236,210.9486,337.41025,256.751,343.13046,197.58955,351.39304,291.73898,427.02713,168.96304,403.51068,323.54617,521.09314,126.341354,339.95258,340.08597,612.61676,119.97991,250.33568,269.4739,609.4389,188.68353,607.53217,247.845,749.2667,210.9486,753.7157,238.93896,839.5191,,
221.60126,347.72705,233.69574,335.011,206.96056,338.18997,254.70198,344.54803,191.68327,348.99863,290.34894,427.20248,169.40393,406.22095,320.2669,520.0297,140.12253,333.73935,337.4538,612.2212,168.7674,233.28247,268.70615,612.2212,186.59087,610.9496,247.06335,759.09174,208.23364,769.26465,,,,
220.08617,348.9706,232.1519,333.06863,204.84528,339.4294,252.47308,343.88196,188.96933,350.24277,288.03522,427.20822,169.91821,405.58157,315.97687,523.25604,157.21745,328.61606,331.21777,614.2152,214.37083,255.46707,267.07895,609.76276,185.1591,605.9462,245.48769,754.7886,203.57521,763.69366,,,,
219.14917,346.68976,230.579,331.43762,204.54439,337.79266,251.53369,342.24118,188.66963,351.7738,285.82318,424.2214,172.79488,403.88522,314.39774,522.0893,166.44498,320.634,322.65262,616.7796,241.37386,244.37335,267.40845,607.8825,185.49469,606.6115,243.9138,753.4132,200.09944,752.7778,,,,
220.39005,347.17667,231.17892,331.91492,205.7933,338.27393,252.7567,342.08942,188.658,350.99207,286.39264,424.75723,173.42664,403.77234,311.77823,522.05096,168.98416,319.19675,318.12466,617.43695,250.85277,244.79567,267.35342,609.1702,188.02338,607.26245,245.77565,755.4287,205.7933,764.33136,,,,
220.8066,345.23495,232.87369,333.14944,207.46927,338.87415,252.56215,344.59888,190.95638,351.59573,285.58792,427.28906,172.53816,406.2985,310.99237,523.973,167.45728,319.79178,317.97858,616.20447,238.58969,236.4655,267.16968,611.1158,187.1457,607.2994,244.9408,753.59753,202.38837,752.96136,,,,
223.06197,346.0163,236.40875,333.30542,208.44405,334.57648,254.84001,343.4741,189.37721,343.4741,287.25366,429.90808,168.40369,402.57974,313.31168,521.42645,154.42134,319.95898,324.11618,616.75806,198.91063,225.26292,268.1868,610.40265,187.47054,609.13153,244.03548,751.4934,203.35956,752.12897,,,,
227.9238,345.6683,240.00502,334.22314,212.6633,335.49484,259.08066,345.03247,196.76697,345.6683,289.60162,428.32773,170.0611,400.98654,316.3075,524.33984,137.63254,327.2289,329.0246,615.901,146.5345,238.21107,268.61844,613.3576,187.22914,607.635,243.82014,752.60693,207.57648,755.1503,240.64088,839.7172,,
231.09225,347.56256,242.52238,334.20825,215.21706,336.75192,260.3026,346.92664,200.6119,348.19852,290.14798,427.6887,171.40152,402.2518,318.7233,523.7128,132.03105,337.38785,334.59854,617.19324,110.44079,231.18895,268.5577,610.1981,187.91173,607.6544,244.42741,751.3727,210.13701,762.18335,,,,
228.86488,345.62692,242.23294,332.90564,214.86026,334.8138,260.69357,345.62692,200.21904,346.26297,291.24918,430.8595,172.84634,400.3284,317.9853,522.4527,134.0153,335.4499,336.44595,617.22626,107.91575,226.68294,269.60565,609.5935,187.48755,607.6853,244.14267,752.0718,209.76765,763.52094,,,,
